dexnum,name,generation,type1,type2,species,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,ev_yield,catch_rate,base_friendship,base_exp,growth_rate,egg_group1,egg_group2,percent_male,percent_female,egg_cycles,special_group
677,냐스퍼,6,Psychic,,Restraint Pokemon,0.3,3.5,Keen Eye,Infiltrator,Own Tempo,62,48,54,63,60,68,355,1 Speed,190,50,71,Medium Fast,Field,,50,50,20,Ordinary
678,냐오닉스,6,Psychic,,Constraint Pokemon,0.6,8.5,Keen Eye,Infiltrator,Prankster,74,48,76,83,81,104,466,2 Speed,75,50,163,Medium Fast,Field,,100,0,20,Ordinary
679,단칼빙,6,Steel,Ghost,Sword Pokemon,0.8,2,No Guard,,,45,80,100,35,37,28,325,1 Defense,180,50,65,Medium Fast,Mineral,,50,50,20,Ordinary
680,쌍검킬,6,Steel,Ghost,Sword Pokemon,0.8,4.5,No Guard,,,59,110,150,45,49,35,448,2 Defense,90,50,157,Medium Fast,Mineral,,50,50,20,Ordinary
681,킬가르도,6,Steel,Ghost,Royal Sword Pokemon,1.7,53,Stance Change,,,60,50,140,50,140,60,500,"2 Defense, 1 Sp. Def",45,50,234,Medium Fast,Mineral,,50,50,20,Ordinary
682,슈쁘,6,Fairy,,Perfume Pokemon,0.2,0.5,Healer,Aroma Veil,,78,52,60,63,65,23,341,1 HP,200,50,68,Medium Fast,Fairy,,50,50,20,Ordinary
683,프레프티르,6,Fairy,,Fragrance Pokemon,0.8,15.5,Healer,Aroma Veil,,101,72,72,99,89,29,462,2 HP,140,50,162,Medium Fast,Fairy,,50,50,20,Ordinary
684,나룸퍼프,6,Fairy,,Cotton Candy Pokemon,0.4,3.5,Sweet Veil,Unburden,,62,48,66,59,57,49,341,1 Defense,200,50,68,Medium Fast,Fairy,,50,50,20,Ordinary
685,나루림,6,Fairy,,Meringue Pokemon,0.8,5,Sweet Veil,Unburden,,82,80,86,85,75,72,480,2 Defense,140,50,168,Medium Fast,Fairy,,50,50,20,Ordinary
686,오케이징,6,Dark,Psychic,Revolving Pokemon,0.4,3.5,Contrary,Suction Cups,Infiltrator,53,54,53,37,46,45,288,1 Attack,190,50,58,Medium Fast,Water 1 ,Water 2,50,50,20,Ordinary
687,칼라마네로,6,Dark,Psychic,Overturning Pokemon,1.5,47,Contrary,Suction Cups,Infiltrator,86,92,88,68,75,73,482,2 Attack,80,50,169,Medium Fast,Water 1 ,Water 2,50,50,20,Ordinary
688,거북손손,6,Rock,Water,Two-Handed Pokemon,0.5,31,Sniper,Tough Claws,Pickpocket,42,52,67,39,56,50,306,1 Attack,120,50,61,Medium Fast,Water 3,,50,50,20,Ordinary
689,거북손데스,6,Rock,Water,Collective Pokemon,1.3,96,Sniper,Tough Claws,Pickpocket,72,105,115,54,86,68,500,2 Attack,45,50,175,Medium Fast,Water 3,,50,50,20,Ordinary
690,수레기,6,Poison,Water,Mock Kelp Pokemon,0.5,7.3,Poison Point,Poison Touch,Adaptability,50,60,60,60,60,30,320,1 Sp. Def,225,50,64,Medium Fast,Dragon ,Water 1,50,50,20,Ordinary
691,드래캄,6,Poison,Dragon,Mock Kelp Pokemon,1.8,81.5,Poison Point,Poison Touch,Adaptability,65,75,90,97,123,44,494,2 Sp. Def,55,50,173,Medium Fast,Dragon ,Water 1,50,50,20,Ordinary
692,완철포,6,Water,,Water Gun Pokemon,0.5,8.3,Mega Launcher,,,50,53,62,58,63,44,330,1 Sp. Atk,225,50,66,Slow,Water 1 ,Water 3,50,50,15,Ordinary
693,블로스터,6,Water,,Howitzer Pokemon,1.3,35.3,Mega Launcher,,,71,73,88,120,89,59,500,2 Sp. Atk,55,50,100,Slow,Water 1 ,Water 3,50,50,15,Ordinary
694,목도리키텔,6,Electric,Normal,Generator Pokemon,0.5,6,Dry Skin,Sand Veil,Solar Power,44,38,33,61,43,70,289,1 Speed,190,50,58,Medium Fast,Dragon ,Monster,50,50,20,Ordinary
695,일레도리자드,6,Electric,Normal,Generator Pokemon,1,21,Dry Skin,Sand Veil,Solar Power,62,55,52,109,94,109,481,"1 Sp. Atk, 1 Speed",75,50,168,Medium Fast,Dragon ,Monster,50,50,20,Ordinary
696,티고라스,6,Rock,Dragon,Royal Heir Pokemon,0.8,26,Strong Jaw,Sturdy,,58,89,77,45,45,48,362,1 Attack,45,50,72,Medium Fast,Dragon ,Monster,87.5,12.5,30,Fossil
697,견고라스,6,Rock,Dragon,Despot Pokemon,2.5,270,Strong Jaw,Rock Head,,82,121,119,69,59,71,521,2 Attack,45,50,182,Medium Fast,Dragon ,Monster,87.5,12.5,30,Fossil
698,아마루스,6,Rock,Ice,Tundra Pokemon,1.3,25.2,Refrigerate,Snow Warning,,77,59,50,67,63,46,362,1 HP,45,50,72,Medium Fast,Monster,,87.5,12.5,30,Fossil
699,아마루르가,6,Rock,Ice,Tundra Pokemon,2.7,225,Refrigerate,Snow Warning,,123,77,72,99,92,58,521,2 HP,45,50,104,Medium Fast,Monster,,87.5,12.5,30,Fossil
700,님피아,6,Fairy,,Intertwining Pokemon,1,23.5,Cute Charm,Pixilate,,95,65,65,110,130,60,525,2 Sp. Def,45,50,184,Medium Fast,Field,,87.5,12.5,35,Ordinary
701,루차불,6,Fighting,Flying,Wrestling Pokemon,0.8,21.5,Limber,Unburden,Mold Breaker,78,92,75,74,63,118,500,2 Attack,100,50,175,Medium Fast,Flying ,Human-Like,50,50,20,Ordinary
702,데덴네,6,Electric,Fairy,Antenna Pokemon,0.2,2.2,Cheek Pouch,Pickup,Plus,67,58,57,81,67,101,431,2 Speed,180,50,151,Medium Fast,Fairy ,Field,50,50,20,Ordinary
703,멜리시,6,Rock,Fairy,Jewel Pokemon,0.3,5.7,Clear Body,Sturdy,,50,50,150,50,150,50,500,"1 Defense, 1 Sp. Def",60,50,100,Slow,Fairy ,Mineral,,,25,Ordinary
704,미끄메라,6,Dragon,,Soft Tissue Pokemon,0.3,2.8,Sap Sipper,Hydration,Gooey,45,50,35,55,75,40,300,1 Sp. Def,45,35,60,Slow,Dragon,,50,50,40,Ordinary
705,미끄네일,6,Dragon,,Soft Tissue Pokemon,0.8,17.5,Sap Sipper,Hydration,Gooey,68,75,53,83,113,60,452,2 Sp. Def,45,35,158,Slow,Dragon,,50,50,40,Ordinary
706,미끄래곤,6,Dragon,,Dragon Pokemon,2,150.5,Sap Sipper,Hydration,Gooey,90,100,70,110,150,80,600,3 Sp. Def,45,35,300,Slow,Dragon,,50,50,40,Ordinary
707,클레피,6,Steel,Fairy,Key Ring Pokemon,0.2,3,Prankster,Magician,,57,80,91,80,87,75,470,1 Defense,75,50,165,Fast,Mineral,,50,50,20,Ordinary
708,나목령,6,Ghost,Grass,Stump Pokemon,0.4,7,Natural Cure,Frisk,Harvest,43,70,48,50,60,38,309,1 Attack,120,50,62,Medium Fast,Amorphous ,Grass,50,50,20,Ordinary
709,대로트,6,Ghost,Grass,Elder Tree Pokemon,1.5,71,Natural Cure,Frisk,Harvest,85,110,76,65,82,56,474,2 Attack,60,50,166,Medium Fast,Amorphous ,Grass,50,50,20,Ordinary
710,호바귀,6,Ghost,Grass,Pumpkin Pokemon,0.4,5,Pickup,Frisk,Insomnia,49,66,70,44,55,51,335,1 Defense,120,50,67,Medium Fast,Amorphous,,50,50,20,Ordinary
711,펌킨인,6,Ghost,Grass,Pumpkin Pokemon,0.9,12.5,Pickup,Frisk,Insomnia,65,90,122,58,75,84,494,2 Defense,60,50,173,Medium Fast,Amorphous,,50,50,20,Ordinary
712,꽁어름,6,Ice,,Ice Chunk Pokemon,1,99.5,Own Tempo,Ice Body,Sturdy,55,69,85,32,35,28,304,1 Defense,190,50,61,Medium Fast,Mineral ,Monster,50,50,20,Ordinary
713,크레베이스,6,Ice,,Iceberg Pokemon,2,505,Own Tempo,Ice Body,Sturdy,95,117,184,44,46,28,514,2 Defense,55,50,180,Medium Fast,Mineral ,Monster,50,50,20,Ordinary
714,음뱃,6,Flying,Dragon,Sound Wave Pokemon,0.5,8,Frisk,Infiltrator,Telepathy,40,30,35,45,40,55,245,1 Speed,190,50,49,Medium Fast,Dragon ,Flying,50,50,20,Ordinary
715,음번,6,Flying,Dragon,Sound Wave Pokemon,1.5,85,Frisk,Infiltrator,Telepathy,85,70,80,97,80,123,535,2 Speed,45,50,187,Medium Fast,Dragon ,Flying,50,50,20,Ordinary
716,제르네아스,6,Fairy,,Life Pokemon,3,215,Fairy Aura,,,126,131,95,131,98,99,680,3 HP,45,0,306,Slow,Undiscovered,,,,120,Legendary
717,이벨타르,6,Dark,Flying,Destruction Pokemon,5.8,203,Dark Aura,,,126,131,95,131,98,99,680,3 HP,45,0,306,Slow,Undiscovered,,,,120,Legendary
718,지가르데,6,Dragon,Ground,Order Pokemon,5,305,Aura Break,Power Construct,,108,100,121,81,95,95,600,3 HP,3,0,270,Slow,Undiscovered,,,,120,Legendary
719,디안시,6,Rock,Fairy,Jewel Pokemon,0.7,8.8,Clear Body,,,50,100,150,100,150,50,600,"1 Defense, 2 Sp. Def",3,50,300,Slow,Undiscovered,,,,25,Mythical
720,후파,6,Psychic,Ghost,Mischief Pokemon,0.5,9,Magician,,,80,110,60,150,130,70,600,3 Sp. Atk,3,100,300,Slow,Undiscovered,,,,120,Mythical
721,볼케니온,6,Fire,Water,Steam Pokemon,1.7,195,Water Absorb,,,80,110,120,130,90,70,600,3 Sp. Atk,3,100,300,Slow,Undiscovered,,,,120,Mythical
722,나몰빼미,7,Grass,Flying,Grass Quill Pokemon,0.3,1.5,Overgrow,Long Reach,,68,55,55,50,50,42,320,1 HP,45,50,64,Medium Slow,Flying,,87.5,12.5,15,Ordinary
723,빼미스로우,7,Grass,Flying,Blade Quill Pokemon,0.7,16,Overgrow,Long Reach,,78,75,75,70,70,52,420,2 HP,45,50,147,Medium Slow,Flying,,87.5,12.5,15,Ordinary
724,모크나이퍼,7,Grass,Ghost,Arrow Quill Pokemon,1.6,36.6,Overgrow,Long Reach,,78,107,75,100,100,70,530,3 Attack,45,50,265,Medium Slow,Flying,,87.5,12.5,15,Ordinary
725,냐오불,7,Fire,,Fire Cat Pokemon,0.4,4.3,Blaze,Intimidate,,45,65,40,60,40,70,320,1 Speed,45,50,64,Medium Slow,Field,,87.5,12.5,15,Ordinary
726,냐오히트,7,Fire,,Fire Cat Pokemon,0.7,25,Blaze,Intimidate,,65,85,50,80,50,90,420,2 Speed,45,50,147,Medium Slow,Field,,87.5,12.5,15,Ordinary
727,어흥염,7,Fire,Dark,Heel Pokemon,1.8,83,Blaze,Intimidate,,95,115,90,80,90,60,530,3 Attack,45,50,239,Medium Slow,Field,,87.5,12.5,15,Ordinary
728,누리공,7,Water,,Sea Lion Pokemon,0.4,7.5,Torrent,Liquid Voice,,50,54,54,66,56,40,320,1 Sp. Atk,45,50,64,Medium Slow,Field ,Water 1,87.5,12.5,15,Ordinary
729,키요공,7,Water,,Pop Star Pokemon,0.6,17.5,Torrent,Liquid Voice,,60,69,69,91,81,50,420,2 Sp. Atk,45,50,147,Medium Slow,Field ,Water 1,87.5,12.5,15,Ordinary
730,누리레느,7,Water,Fairy,Soloist Pokemon,1.8,44,Torrent,Liquid Voice,,80,74,74,126,116,60,530,3 Sp. Atk,45,50,239,Medium Slow,Field ,Water 1,87.5,12.5,15,Ordinary
731,콕코구리,7,Normal,Flying,Woodpecker Pokemon,0.3,1.2,Keen Eye,Skill Link,Pickup,35,75,30,30,30,65,265,1 Attack,255,50,53,Medium Fast,Flying,,50,50,15,Ordinary
732,크라파,7,Normal,Flying,Bugle Beak Pokemon,0.6,14.8,Keen Eye,Skill Link,Pickup,55,85,50,40,50,75,355,2 Attack,120,50,124,Medium Fast,Flying,,50,50,15,Ordinary
733,왕큰부리,7,Normal,Flying,Cannon Pokemon,1.1,26,Keen Eye,Skill Link,Sheer Force,80,120,75,75,75,60,485,3 Attack,45,50,218,Medium Fast,Flying,,50,50,15,Ordinary
734,영구스,7,Normal,,Loitering Pokemon,0.4,6,Strong Jaw,Stakeout,Adaptability,48,70,30,30,30,45,253,1 Attack,255,50,51,Medium Fast,Field,,50,50,15,Ordinary
735,형사구스,7,Normal,,Stakeout Pokemon,0.7,14.2,Strong Jaw,Stakeout,Adaptability,88,110,60,55,60,45,418,2 Attack,127,50,146,Medium Fast,Field,,50,50,15,Ordinary
736,턱지충이,7,Bug,,Larva Pokemon,0.4,4.4,Swarm,,,47,62,45,55,45,46,300,1 Attack,255,50,60,Medium Fast,Bug,,50,50,15,Ordinary
737,전지충이,7,Bug,Electric,Battery Pokemon,0.5,10.5,Battery,,,57,82,95,55,75,36,400,2 Defense,120,50,140,Medium Fast,Bug,,50,50,15,Ordinary
738,투구뿌논,7,Bug,Electric,Stag Beetle Pokemon,1.5,45,Levitate,,,77,70,90,145,75,43,500,3 Sp. Atk,45,50,225,Medium Fast,Bug,,50,50,15,Ordinary
739,오기지게,7,Fighting,,Boxing Pokemon,0.6,7,Hyper Cutter,Iron Fist,Anger Point,47,82,57,42,47,63,338,1 Attack,225,50,68,Medium Fast,Water 3,,50,50,20,Ordinary
740,모단단게,7,Fighting,Ice,Woolly Crab Pokemon,1.7,180,Hyper Cutter,Iron Fist,Anger Point,97,132,77,62,67,43,478,2 Attack,60,50,167,Medium Fast,Water 3,,50,50,20,Ordinary
741,춤추새,7,Fire,Flying,Dancing Pokemon,0.6,3.4,Dancer,,,75,70,70,98,70,93,476,2 Sp. Atk,45,50,167,Medium Fast,Flying,,25,75,20,Ordinary
742,에블리,7,Bug,Fairy,Bee Fly Pokemon,0.1,0.2,Honey Gather,Shield Dust,Sweet Veil,40,45,40,55,40,84,304,1 Speed,190,50,61,Medium Fast,Bug ,Fairy,50,50,20,Ordinary
743,에리본,7,Bug,Fairy,Bee Fly Pokemon,0.2,0.5,Honey Gather,Shield Dust,Sweet Veil,60,55,60,95,70,124,464,2 Speed,75,50,162,Medium Fast,Bug ,Fairy,50,50,20,Ordinary
744,암멍이,7,Rock,,Puppy Pokemon,0.5,9.2,Keen Eye,Vital Spirit,Steadfast,45,65,40,30,40,60,280,1 Attack,190,50,56,Medium Fast,Field,,50,50,15,Ordinary
745,루가루암,7,Rock,,Wolf Pokemon,0.8,25,Keen Eye,Sand Rush,Steadfast,75,115,65,55,65,112,487,2 Attack,90,50,170,Medium Fast,Field,,50,50,15,Ordinary
746,약어리,7,Water,,Small Fry Pokemon,0.2,0.3,Schooling,,,45,20,20,25,25,40,175,1 HP,60,50,61,Fast,Water 2,,50,50,15,Ordinary
747,시마사리,7,Poison,Water,Brutal Star Pokemon,0.4,8,Merciless,Limber,Regenerator,50,53,62,43,52,45,305,1 Defense,190,50,61,Medium Fast,Water 1,,50,50,20,Ordinary
748,더시마사리,7,Poison,Water,Brutal Star Pokemon,0.7,14.5,Merciless,Limber,Regenerator,50,63,152,53,142,35,495,2 Defense,75,50,173,Medium Fast,Water 1,,50,50,20,Ordinary
749,머드나기,7,Ground,,Donkey Pokemon,1,110,Own Tempo,Stamina,Inner Focus,70,100,70,45,55,45,385,1 Attack,190,50,77,Medium Fast,Field,,50,50,20,Ordinary
750,만마드,7,Ground,,Draft Horse Pokemon,2.5,920,Own Tempo,Stamina,Inner Focus,100,125,100,55,85,35,500,2 Attack,60,50,175,Medium Fast,Field,,50,50,20,Ordinary
751,물거미,7,Water,Bug,Water Bubble Pokemon,0.3,4,Water Bubble,Water Absorb,,38,40,52,40,72,27,269,1 Sp. Def,200,50,54,Medium Fast,Bug ,Water 1,50,50,15,Ordinary
752,깨비물거미,7,Water,Bug,Water Bubble Pokemon,1.8,82,Water Bubble,Water Absorb,,68,70,92,50,132,42,454,2 Sp. Def,100,50,159,Medium Fast,Bug ,Water 1,50,50,15,Ordinary
753,짜랑랑,7,Grass,,Sickle Grass Pokemon,0.3,1.5,Leaf Guard,Contrary,,40,55,35,50,35,35,250,1 Attack,190,50,50,Medium Fast,Grass,,50,50,20,Ordinary
754,라란티스,7,Grass,,Bloom Sickle Pokemon,0.9,18.5,Leaf Guard,Contrary,,70,105,90,80,90,45,480,2 Attack,75,50,168,Medium Fast,Grass,,50,50,20,Ordinary
755,자마슈,7,Grass,Fairy,Illuminating Pokemon,0.2,1.5,Illuminate,Effect Spore,Rain Dish,40,35,55,65,75,15,285,1 Sp. Def,190,50,57,Medium Fast,Grass,,50,50,20,Ordinary
756,마셰이드,7,Grass,Fairy,Illuminating Pokemon,1,11.5,Illuminate,Effect Spore,Rain Dish,60,45,80,90,100,30,405,2 Sp. Def,75,50,142,Medium Fast,Grass,,50,50,20,Ordinary
757,야도뇽,7,Poison,Fire,Toxic Lizard Pokemon,0.6,4.8,Corrosion,Oblivious,,48,44,40,71,40,77,320,1 Speed,120,50,64,Medium Fast,Dragon ,Monster,87.5,12.5,20,Ordinary
758,염뉴트,7,Poison,Fire,Toxic Lizard Pokemon,1.2,22.2,Corrosion,Oblivious,,68,64,60,111,60,117,480,2 Speed,45,50,168,Medium Fast,Dragon ,Monster,0,100,20,Ordinary
759,포곰곰,7,Normal,Fighting,Flailing Pokemon,0.5,6.8,Fluffy,Klutz,Cute Charm,70,75,50,45,50,50,340,1 Attack,140,50,68,Medium Fast,Field,,50,50,15,Ordinary
760,이븐곰,7,Normal,Fighting,Strong Arm Pokemon,2.1,135,Fluffy,Klutz,Unnerve,120,125,80,55,60,60,500,2 Attack,70,50,175,Medium Fast,Field,,50,50,15,Ordinary
761,달콤아,7,Grass,,Fruit Pokemon,0.3,3.2,Leaf Guard,Oblivious,Sweet Veil,42,30,38,30,38,32,210,1 HP,235,50,42,Medium Slow,Grass,,0,100,20,Ordinary
762,달무리나,7,Grass,,Fruit Pokemon,0.7,8.2,Leaf Guard,Oblivious,Sweet Veil,52,40,48,40,48,62,290,2 Speed,120,50,102,Medium Slow,Grass,,0,100,20,Ordinary
763,달코퀸,7,Grass,,Fruit Pokemon,1.2,21.4,Leaf Guard,Queenly Majesty,Sweet Veil,72,120,98,50,98,72,510,3 Attack,45,50,255,Medium Slow,Grass,,0,100,20,Ordinary
764,큐아링,7,Fairy,,Posy Picker Pokemon,0.1,0.3,Flower Veil,Triage,Natural Cure,51,52,90,82,110,100,485,2 Sp. Def,60,50,170,Fast,Grass,,25,75,20,Ordinary
765,하랑우탄,7,Normal,Psychic,Sage Pokemon,1.5,76,Inner Focus,Telepathy,Symbiosis,90,60,80,90,110,60,490,2 Sp. Def,45,50,172,Slow,Field,,50,50,20,Ordinary
766,내던숭이,7,Fighting,,Teamwork Pokemon,2,82.8,Receiver,Defiant,,100,120,90,40,60,80,490,2 Attack,45,50,172,Slow,Field,,50,50,20,Ordinary
767,꼬시레,7,Bug,Water,Turn Tail Pokemon,0.5,12,Wimp Out,,,25,35,40,20,30,80,230,1 Speed,90,50,46,Medium Fast,Bug ,Water 3,50,50,20,Ordinary
768,갑주무사,7,Bug,Water,Hard Scale Pokemon,2,108,Emergency Exit,,,75,125,140,60,90,40,530,2 Defense,45,50,186,Medium Fast,Bug ,Water 3,50,50,20,Ordinary
769,모래꿍,7,Ghost,Ground,Sand Heap Pokemon,0.5,70,Water Compaction,Sand Veil,,55,55,80,70,45,15,320,1 Defense,140,50,64,Medium Fast,Amorphous,,50,50,15,Ordinary
770,모래성이당,7,Ghost,Ground,Sand Castle Pokemon,1.3,250,Water Compaction,Sand Veil,,85,75,110,100,75,35,480,2 Defense,60,50,168,Medium Fast,Amorphous,,50,50,15,Ordinary
771,해무기,7,Water,,Sea Cucumber Pokemon,0.3,1.2,Innards Out,Unaware,,55,60,130,30,130,5,410,2 Sp. Def,60,50,144,Fast,Water 1,,50,50,15,Ordinary
772,타입:널,7,Normal,,Synthetic Pokemon,1.9,120.5,Battle Armor,,,95,95,95,95,95,59,534,2 HP,3,0,107,Slow,Undiscovered,,,,120,Legendary
773,실버디,7,Normal,,Synthetic Pokemon,2.3,100.5,RKS System,,,95,95,95,95,95,95,570,3 HP,3,0,257,Slow,Undiscovered,,,,120,Legendary
774,메테노,7,Rock,Flying,Meteor Pokemon,0.3,40,Shields Down,,,60,60,100,60,100,60,440,"1 Defense, 1 Sp. Def",30,50,154,Medium Slow,Mineral,,,,25,Ordinary
775,자말라,7,Normal,,Drowsing Pokemon,0.4,19.9,Comatose,,,65,115,65,75,95,65,480,2 Attack,45,50,168,Slow,Field,,50,50,20,Ordinary
776,폭거북스,7,Fire,Dragon,Blast Turtle Pokemon,2,212,Shell Armor,,,60,78,135,91,85,36,485,2 Defense,70,50,170,Medium Fast,Dragon ,Monster,50,50,20,Ordinary
777,토게데마루,7,Electric,Steel,Roly-Poly Pokemon,0.3,3.3,Iron Barbs,Lightning Rod,Sturdy,65,98,63,40,73,96,435,2 Attack,180,50,152,Medium Fast,Fairy ,Field,50,50,10,Ordinary
778,따라큐,7,Ghost,Fairy,Disguise Pokemon,0.2,0.7,Disguise,,,55,90,80,50,105,96,476,2 Sp. Def,45,50,167,Medium Fast,Amorphous,,50,50,20,Ordinary
779,치갈기,7,Water,Psychic,Gnash Teeth Pokemon,0.9,19,Dazzling,Strong Jaw,Wonder Skin,68,105,70,70,70,92,475,2 Attack,80,50,166,Medium Fast,Water 2,,50,50,15,Ordinary
780,할비롱,7,Normal,Dragon,Placid Pokemon,3,185,Berserk,Sap Sipper,Cloud Nine,78,60,85,135,91,36,485,2 Sp. Atk,70,50,170,Medium Fast,Dragon ,Monster,50,50,20,Ordinary
781,타타륜,7,Ghost,Grass,Sea Creeper Pokemon,3.9,210,Steelworker,,,70,131,100,86,90,40,517,2 Attack,25,50,181,Medium Fast,Mineral,,,,25,Ordinary
782,짜랑꼬,7,Dragon,,Scaly Pokemon,0.6,29.7,Bulletproof,Soundproof,Overcoat,45,55,65,45,45,45,300,1 Defense,45,50,60,Slow,Dragon,,50,50,40,Ordinary
783,짜랑고우,7,Dragon,Fighting,Scaly Pokemon,1.2,47,Bulletproof,Soundproof,Overcoat,55,75,90,65,70,65,420,2 Defense,45,50,147,Slow,Dragon,,50,50,40,Ordinary
784,짜랑고우거,7,Dragon,Fighting,Scaly Pokemon,1.6,78.2,Bulletproof,Soundproof,Overcoat,75,110,125,100,105,85,600,3 Defense,45,50,270,Slow,Dragon,,50,50,40,Ordinary
785,카푸꼬꼬꼭,7,Electric,Fairy,Land Spirit Pokemon,1.8,20.5,Electric Surge,Telepathy,,70,115,85,95,75,130,570,3 Speed,3,50,257,Slow,Undiscovered,,,,15,Legendary
786,카푸나비나,7,Psychic,Fairy,Land Spirit Pokemon,1.2,18.6,Psychic Surge,Telepathy,,70,85,75,130,115,95,570,3 Sp. Atk,3,50,257,Slow,Undiscovered,,,,15,Legendary
787,카푸브루루,7,Grass,Fairy,Land Spirit Pokemon,1.9,45.5,Grassy Surge,Telepathy,,70,130,115,85,95,75,570,3 Attack,3,50,257,Slow,Undiscovered,,,,15,Legendary
788,카푸느지느,7,Water,Fairy,Land Spirit Pokemon,1.3,21.2,Misty Surge,Telepathy,,70,75,115,95,130,85,570,3 Sp. Def,3,50,257,Slow,Undiscovered,,,,15,Legendary
789,코스모그,7,Psychic,,Nebula Pokemon,0.2,0.1,Unaware,,,43,29,31,29,31,37,200,1 HP,45,0,40,Slow,Undiscovered,,,,120,Legendary
790,코스모움,7,Psychic,,Protostar Pokemon,0.1,999.9,Sturdy,,,43,29,131,29,131,37,400,"1 Defense, 1 Sp. Def",45,0,140,Slow,Undiscovered,,,,120,Legendary
791,솔가레오,7,Psychic,Steel,Sunne Pokemon,3.4,230,Full Metal Body,,,137,137,107,113,89,97,680,3 Attack,45,0,306,Slow,Undiscovered,,,,120,Legendary
792,루나아라,7,Psychic,Ghost,Moone Pokemon,4,120,Shadow Shield,,,137,113,89,137,107,97,680,3 Sp. Atk,45,0,306,Slow,Undiscovered,,,,120,Legendary
793,텅비드,7,Rock,Poison,Parasite Pokemon,1.2,55.5,Beast Boost,,,109,53,47,127,131,103,570,3 Sp. Def,45,0,257,Slow,Undiscovered,,,,120,Ultra Beast
794,매시붕,7,Bug,Fighting,Swollen Pokemon,2.4,333.6,Beast Boost,,,107,139,139,53,53,79,570,"1 Attack, 2 Defense",45,0,257,Slow,Undiscovered,,,,120,Ultra Beast
795,페로코체,7,Bug,Fighting,Lissome Pokemon,1.8,25,Beast Boost,,,71,137,37,137,37,151,570,3 Speed,45,0,257,Slow,Undiscovered,,,,120,Ultra Beast
796,전수목,7,Electric,,Glowing Pokemon,3.8,100,Beast Boost,,,83,89,71,173,71,83,570,3 Sp. Atk,45,0,257,Slow,Undiscovered,,,,120,Ultra Beast
797,철화구야,7,Steel,Flying,Launch Pokemon,9.2,999.9,Beast Boost,,,97,101,103,107,101,61,570,"1 Attack, 1 Defense, 1 Sp. Atk",45,0,257,Slow,Undiscovered,,,,120,Ultra Beast
798,종이신도,7,Grass,Steel,Drawn Sword Pokemon,0.3,0.1,Beast Boost,,,59,181,131,59,31,109,570,3 Attack,45,0,257,Slow,Undiscovered,,,,120,Ultra Beast
799,악식킹,7,Dark,Dragon,Junkivore Pokemon,5.5,888,Beast Boost,,,223,101,53,97,53,43,570,3 HP,45,0,257,Slow,Undiscovered,,,,120,Ultra Beast
800,네크로즈마,7,Psychic,,Prism Pokemon,2.4,230,Prism Armor,,,97,107,101,127,89,79,600,"1 Attack, 2 Sp. Atk",255,0,270,Slow,Undiscovered,,,,120,Legendary
801,마기아나,7,Steel,Fairy,Artificial Pokemon,1,80.5,Soul-Heart,,,80,95,115,130,115,65,600,3 Sp. Atk,3,0,300,Slow,Undiscovered,,,,120,Mythical
802,마샤도,7,Fighting,Ghost,Gloomdweller Pokemon,0.7,22.2,Technician,,,90,125,80,90,90,125,600,"2 Attack, 1 Speed",3,0,270,Slow,Undiscovered,,,,120,Mythical
803,베베놈,7,Poison,,Poison Pin Pokemon,0.6,1.8,Beast Boost,,,67,73,67,73,67,73,420,1 Speed,45,0,189,Slow,Undiscovered,,,,120,Ultra Beast
804,아고용,7,Poison,Dragon,Poison Pin Pokemon,3.6,150,Beast Boost,,,73,73,73,127,73,121,540,3 Sp. Atk,45,0,243,Slow,Undiscovered,,,,120,Ultra Beast
805,차곡차곡,7,Rock,Steel,Rampart Pokemon,5.5,820,Beast Boost,,,61,131,211,53,101,13,570,3 Defense,30,0,257,Slow,Undiscovered,,,,120,Ultra Beast
806,두파팡,7,Fire,Ghost,Fireworks Pokemon,1.8,13,Beast Boost,,,53,127,53,151,79,107,570,3 Sp. Atk,30,0,257,Slow,Undiscovered,,,,120,Ultra Beast
807,제라오라,7,Electric,,Thunderclap Pokemon,1.5,44.5,Volt Absorb,,,88,112,75,102,80,143,600,3 Speed,3,0,270,Slow,Undiscovered,,,,120,Mythical
808,멜탄,7,Steel,,Hex Nut Pokemon,0.2,8,Magnet Pull,,,46,65,65,55,35,34,300,1 Attack,3,0,150,Slow,Undiscovered,,,,120,Mythical
809,멜메탈,7,Steel,,Hex Nut Pokemon,2.5,800,Iron Fist,,,135,143,143,80,65,34,600,3 Attack,3,0,300,Slow,Undiscovered,,,,120,Mythical
810,흥나숭,8,Grass,,Chimp Pokemon,0.3,5,Overgrow,Grassy Surge,,50,65,50,40,40,65,310,1 Attack,45,50,62,Medium Slow,Field ,Grass,87.5,12.5,20,Ordinary
811,채키몽,8,Grass,,Beat Pokemon,0.7,14,Overgrow,Grassy Surge,,70,85,70,55,60,80,420,2 Attack,45,50,147,Medium Slow,Field ,Grass,87.5,12.5,20,Ordinary
812,고릴타,8,Grass,,Drummer Pokemon,2.1,90,Overgrow,Grassy Surge,,100,125,90,60,70,85,530,3 Attack,45,50,265,Medium Slow,Field ,Grass,87.5,12.5,20,Ordinary
